Title,Date,Link,Description
해외 진출 '순항' 카카오뱅크…케뱅·토뱅은 국내 집중,"Sun, 26 May 2024 17:02:00 +0900",https://www.ajunews.com/view/20240526135048628,"SCBX 태국왕실 주요주주, 인가 획득에 긍정 영향 &quot;아직 국내시장 집중…장기적으로 해외진출 고려&quot; 아주경제=신동근 기자 sdk6425@ajunews.com [사진=카카오뱅크] 카카오뱅크가 동남아 진출을 눈앞에 두고 있다. 그동안 쌓아온... "
카카오뱅크·토스뱅크·케이뱅크…내달 중간평가 결과 나온다,"Sun, 26 May 2024 06:19:00 +0900",https://n.news.naver.com/mnews/article/215/0001163564?sid=101,◇ 내달 인뱅 3사 평가 세미나…새 인가 기준에 '촉각' 26일 금융당국과 금융권에 따르면 금융위원회는 금융연구원 주관으로 다음 달 13일 세미나를 열고 기존 인터넷은행 3사(카카오뱅크·케이뱅크·토스뱅크)에 대한... 
"카카오뱅크, 1분기 중저신용자 비중 31.6%…대출 잔액 4조6천억 ‘역대 최대’","Fri, 24 May 2024 15:46:00 +0900",https://n.news.naver.com/mnews/article/119/0002833146?sid=101,"카카오뱅크가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조6000억원을 넘어섰다고 24일 밝혔다.... "
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고","Fri, 24 May 2024 15:08:00 +0900",https://n.news.naver.com/mnews/article/243/0000059922?sid=101,"카카오뱅크(323410)가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조6000억원을 넘어섰다고 24일 밝혔다.... "
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고","Fri, 24 May 2024 16:35:00 +0900",https://n.news.naver.com/mnews/article/629/0000290701?sid=101,"&quot;안정적 연체율 관리로 포용금융 지속&quot; 카카오뱅크가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인... "
"카카오뱅크, 개발자 컨퍼런스 후원…&quot;기술 생태계·개발자 성장 지원&quot;","Fri, 24 May 2024 09:26:00 +0900",https://n.news.naver.com/mnews/article/003/0012564816?sid=101,카카오뱅크는 국내 서버 개발자·안드로이드 개발자의 기술 공유 컨퍼런스 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다. 스프링캠프는 자바(JVM) 프로그램 기반 애플리케이션 서버... 
"카카오뱅크, 국내 개발자 컨퍼런스 잇단 후원","Fri, 24 May 2024 09:27:00 +0900",https://n.news.naver.com/mnews/article/018/0005747045?sid=101,"카카오뱅크(323410)가 올해도 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 ‘스프링캠프 2024’와 ‘드로이드나이츠 2024’... "
"카카오뱅크, 1분기 중·저신용대출 31.6%…잔액 4.6조 역대 최고","Fri, 24 May 2024 16:49:00 +0900",https://n.news.naver.com/mnews/article/014/0005190011?sid=101,카카오뱅크의 1·4분기 중·저신용대출 평균 잔액이 역대 최고인 4조6200억원을 기록했다고 24일 밝혔다. 지난해 1·4분기분기 말 잔액 3조6000억 원보다 약 1조원 늘었다. 카카오뱅크는 올해 1·4분기 적극적인 중... 
"카카오뱅크, 1분기 중·저신용대출 잔액 4.6조 역대 최고","Fri, 24 May 2024 15:22:00 +0900",https://www.etoday.co.kr/news/view/2363325,"이투데이=김범근 기자 | 전년 1분기 대비 잔액 1조 원 증가, 누적 공급액은 11조 원 돌파 신용대출 갈아타기 고객 중 51%가 중·저신용고객 카카오뱅크가 올해 1분기 중·저신용대출 잔액이 역대 최고치인 4조6000억 원을... "
"카카오뱅크, ‘기술 공유의 장’ 개발자 컨퍼런스 후원","Fri, 24 May 2024 11:54:00 +0900",https://n.news.naver.com/mnews/article/011/0004344730?sid=101,"카카오뱅크(323410)가 다양한 기술 행사를 후원해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자와 안드로이드 개발자 기술 공유 컨퍼런스인 ‘스프링캠프 2024’, ‘드로이드나이츠 2024‘’의 후원사로... "
"카카오뱅크, '기술 공유' 개발자 컨퍼런스 후원 나선다","Fri, 24 May 2024 10:23:00 +0900",https://n.news.naver.com/mnews/article/014/0005189822?sid=101,"카카오뱅크가 올해도 다양한기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠... "
"카카오뱅크, 1분기 중·저신용대출 잔액 4.6조원 '역대 최고'","Fri, 24 May 2024 15:30:00 +0900",https://daily.hankooki.com/news/articleView.html?idxno=1087643,카카오뱅크. 사진=카카오뱅크  카카오뱅크가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함·1분기 평균 잔액 기준)이 역대 최고치인 4조6000억원을... 
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고","Fri, 24 May 2024 16:49:00 +0900",https://n.news.naver.com/mnews/article/586/0000079308?sid=101,비중 31.6% 목표치 상회…'대출 갈아타기' 효과 카카오뱅크가 중저신용대출 잔액 역대 최고치를 기록했다. 포용금융 확대와 '신용대출 갈아타기'의 영향이다. 카카오뱅크는 지난 1분기 개인사업자 신용대출을 포함한... 
"카카오뱅크, 1분기 중·저신용대출 잔액 4.6조 '역대 최고'","Fri, 24 May 2024 16:48:00 +0900",https://biz.newdaily.co.kr/site/data/html/2024/05/24/2024052400222.html,뉴데일리 설유빈 기자 = 카카오뱅크는 1분기 개인사업자 신용대출을 포함한 중·저신용대출 잔액이 역대 최고치인 4조6000억원을 넘어섰다고 24일 밝혔다. 이는 역대 최고 수치이자 전년동기 3조6000억원에 비해 1조원가량... 
"카카오뱅크,개발자 컨퍼런스 후원…개발자 성장 지원","Fri, 24 May 2024 09:26:00 +0900",https://n.news.naver.com/mnews/article/030/0003208680?sid=101,"카카오뱅크(대표 윤호영)는 개발자 기술 행사 후원사로 참여해 국내 개발자 성장을 돕는다고 24일 밝혔다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp... "
"카카오뱅크, 중저신용대출 잔액 4.6조 '역대 최고'","Sun, 26 May 2024 08:50:00 +0900",http://www.enewstoday.co.kr/news/articleView.html?idxno=2131989,"카카오뱅크의 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조6000억원을 넘어섰다. 카카오뱅크는 올해 1분기에도 적극적인 중·저신용대출 정책을 이어갔고 누적 공급액은... "
"카카오뱅크, 중·저신용대출 잔액 4.6조…역대 최고","Fri, 24 May 2024 17:00:00 +0900",http://www.shinailbo.co.kr/news/articleView.html?idxno=1878682,"카카오뱅크는 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조6000억 원을 넘어섰다고 24일 밝혔다.... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 09:17:00 +0900",https://n.news.naver.com/mnews/article/119/0002832924?sid=101,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다. 스프링캠프는 자바(JVM) 프로그램 기반 어플케이션 서버... "
"카카오뱅크, 모바일뱅킹 기술 특허청장 표창","Thu, 23 May 2024 10:07:00 +0900",https://n.news.naver.com/mnews/article/003/0012562327?sid=101,카카오뱅크는 제59회 발명의 날 기념식에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 발명의 날 행사에서는 매년 분야별 발명 유공자(기업체와 연구기관 대표 등)를 선정해... 
내달 카카오·케이·토스뱅크 중간 성적표 나온다…제4 인뱅 인가 가늠,"Sun, 26 May 2024 18:46:00 +0900",https://n.news.naver.com/mnews/article/421/0007562477?sid=101,금융당국이 내달 인터넷은행(인뱅) 3사(카카오·케이·토스뱅크)에 대한 중간평가를 진행한다. 이를 바탕으로 이르면 올해 3분기 제4 인터넷은행 선정을 위한 새로운 인가 기준을 마련할 계획이다. 26일 금융위원회에... 
"카카오뱅크, '기술 공유의 장' 개발자 콘퍼런스 후원","Fri, 24 May 2024 15:38:00 +0900",http://www.shinailbo.co.kr/news/articleView.html?idxno=1878598,"카카오뱅크가 올해 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 ‘스프링캠프 2024’와 ‘드로이드나이츠 2024’... "
"카카오뱅크, '기술 공유의 장' 개발자 콘퍼런스 후원","Fri, 24 May 2024 16:14:00 +0900",https://www.mediapen.com/news/view/922291,"카카오뱅크가 올해 다양한 기술 행사에 후원해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 콘퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 18:28:00 +0900",https://www.ziksir.com/news/articleView.html?idxno=58833,"카카오뱅크가 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다. [카카오뱅크]  카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와... "
"카카오뱅크, 중저신용대출 잔액 역대 최고...대출비중 31.5%","Fri, 24 May 2024 16:28:00 +0900",https://www.ekn.kr/web/view.php?key=20240524022023461,카카오뱅크가 개인사업자를 포함한 1분기 평균 중저신용대출 잔액이 역대 최고치를 달성했다. 24일 카카오뱅크에 따르면 이 회사의 개인사업자 신용대출을 포함한 중·저신용대출 평균 잔액은 4조6200억원이었다. 이는... 
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고","Fri, 24 May 2024 15:12:00 +0900",https://www.cstimes.com/news/articleView.html?idxno=593925,컨슈머타임스=이지영 기자 | 카카오뱅크(대표이사 윤호영 Daniel)가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함 1분기 평균 잔액 기준)이 역대... 
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 11:16:00 +0900",http://www.m-i.kr/news/articleView.html?idxno=1123464,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사로 참여한다. 사진=카카오뱅크 매일일보 = 서효문... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 15:12:00 +0900",http://www.ftoday.co.kr/news/articleView.html?idxno=322087,"카카오뱅크가 다양한 기술 컨퍼런스 행사의 후원을 통해 국내 개발자 성장을 돕겠다고 24일 밝혔다. 카카오뱅크가 올해 후원하는 기술 컨퍼런스 행사는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 09:25:00 +0900",http://www.enewstoday.co.kr/news/articleView.html?idxno=2131554,"카카오뱅크가 올해도 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠... "
"카뱅, 중·저신용대출 잔액 4.6조 역대 최대…&quot;중저신용자 비중 31.6%&quot;","Fri, 24 May 2024 15:38:00 +0900",https://www.ajunews.com/view/20240524153515159,누적 중·저신용대출 공급액 11.3조 넘겨 아주경제=전상현 기자 jshsoccer7@ajunews.com 카카오뱅크가 지난 1분기 개인사업자 신용대출을 포함한 중·저신용대출 평균 잔액이 4조6200억원 수준으로 집계됐다고 24일 밝혔다.... 
"카카오뱅크, ‘기술 공유의 장’ 개발자 컨퍼런스 후원","Fri, 24 May 2024 16:34:00 +0900",https://www.cnbnews.com/news/article.html?no=661315,카카오뱅크가 국내 서버·안드로이드 개발자들의 기술 공유 컨퍼런스 ‘스프링캠프 2024(Spring camp 2024)’와 ‘드로이드나이츠 2024(Droid Knights 2024)’의 후원사로 참여한다고 24일 밝혔다. ‘스프링캠프’는 자바... 
"카카오뱅크, 개발자 컨퍼런스 후원","Fri, 24 May 2024 11:06:00 +0900",http://www.finomy.com/news/articleView.html?idxno=211195,카카오뱅크는 국내 서버 개발자·안드로이드 개발자의 기술 공유 컨퍼런스 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다. 스프링캠프는 자바(JVM) 프로그램 기반 어플리케이션 서버... 
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 10:40:00 +0900",https://n.news.naver.com/mnews/article/138/0002173981?sid=101,"카카오뱅크가 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024... "
"카카오뱅크, 개발자 컨퍼런스 후원…“기술 생태계 확장”","Fri, 24 May 2024 09:32:00 +0900",https://www.viva100.com/main/view.php?key=20240524010007320,"카카오뱅크, 개발자 컨퍼런스 후원…“기술 생태계 확장” 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자의 기술 공유 컨퍼런스 ‘스프링캠프 2024’와 ‘드로이드나이츠 2024’의 후원사로 참여한다고 24일... "
"카카오뱅크, 개발자 기술 공유 컨퍼런스 후원","Fri, 24 May 2024 11:34:00 +0900",http://www.wolyo.co.kr/news/articleView.html?idxno=240829,"사진=카카오뱅크 ［월요신문=고서령 기자］카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다. 스프링캠프는... "
"[카드] 카카오뱅크, 개발자 기술 공유 컨퍼런스 후원","Fri, 24 May 2024 11:24:00 +0900",http://www.newsprime.co.kr/news/article.html?no=640823,카카오뱅크(323410)가 개발자 기술 공유 컨퍼런스 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다.
'1호 인터넷은행' 자존심 구긴 케이뱅크… 핵심 격전지 '중저신용대출' 시장서...,"Sun, 26 May 2024 13:20:00 +0900",https://n.news.naver.com/mnews/article/138/0002174045?sid=101,"- 중저신용대출 누적 공급액, 카카오뱅크의 절반 수준 - 1분기말 중저신용자대출 비중은 토스뱅크에도 뒤져 케이뱅크가 올해 1분기말 '중·저신용대출' 잔액 비중의 목표치를 넘어섰음에도 여전히 고개를 들지 못하고... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 10:03:00 +0900",http://www.seoulfn.com/news/articleView.html?idxno=520724,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사로 참여한다고 24일 밝혔다. '스프링캠프'는 자바(JVM)... "
"카카오뱅크, 개발자콘퍼런스 ‘스프링캠프2024’ ‘드로이드나이츠 2024’ 후...","Fri, 24 May 2024 17:50:00 +0900",https://www.businesspost.co.kr/BP?command=article_view&num=353323,카카오뱅크가 다양한 기술 행사 후원에 나선다. 카카오뱅크는 개발자들의 기술 공유 컨퍼런스인 '스프링캠프2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다. 카카오뱅크가 5월25일 SETEC에서 진행되는... 
"중저신용 대출 비중, 토스뱅크 36.3%·케이뱅크 33.2%·카카오뱅크 31.5%","Sun, 26 May 2024 09:42:00 +0900",https://www.ekn.kr/web/view.php?key=20240526029573875,"26일 은행권에 따르면 1분기 기준 인터넷은행 중저신용자 비중은 토스뱅크가 36.3%로 높았고 케이뱅크 33.2%, 카카오뱅크 31.5% 순으로 나타났다. 토스뱅크의 1분기 기준 중저신용자 대출 평균 잔액은 4조1900억원이었다.... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원한다","Fri, 24 May 2024 11:34:00 +0900",https://www.psnews.co.kr/news/articleView.html?idxno=2056137,"카카오뱅크. [사진=카카오뱅크] 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사로 참여한다고 24일... "
"카카오뱅크, 중·저신용대출 잔액 4조6000억원···역대 최고","Fri, 24 May 2024 16:48:00 +0900",https://www.ziksir.com/news/articleView.html?idxno=58866,"카카오뱅크가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조6000억원을 넘어섰다고 24일 밝혔다.... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 09:26:00 +0900",https://www.getnews.co.kr/news/articleView.html?idxno=675734,"사진제공=카카오뱅크 카카오뱅크가 올해도 다양한 기술 행사 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024'와... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 09:24:00 +0900",https://www.cstimes.com/news/articleView.html?idxno=593849,"컨슈머타임스=이지영 기자 | 카카오뱅크가 올해도 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 24일 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024... "
"카카오뱅크, ‘발명의 날 행사’에서 특허청장 표창 수상","Thu, 23 May 2024 12:28:00 +0900",https://n.news.naver.com/mnews/article/243/0000059868?sid=101,카카오뱅크는 ‘제59회 발명의 날 기념식’에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 ‘발명의 날 행사’에서는 매년 분야별 발명 유공자(기업체 및 연구기관 대표 등)... 
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고","Fri, 24 May 2024 17:02:00 +0900",https://www.startuptoday.co.kr/news/articleView.html?idxno=301737,"카카오뱅크(대표이사 윤호영, Daniel)가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조 6,000억 원을... "
"카카오뱅크, 개발자 기술 공유 콘퍼런스 후원","Fri, 24 May 2024 09:28:00 +0900",http://www.meconomynews.com/news/articleView.html?idxno=94089,"발표 세션 등 운영 [시장경제=정우교 기자] 사진=카카오뱅크 ﻿카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 콘퍼런스 '스프링캠프 2024'(Spring camp 2024)와 '드로이드나이츠 2024'(Droid Knights 2024)의... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 11:44:00 +0900",https://magazine.hankyung.com/money/article/202405240827c,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사로 참여한다고 24일 밝혔다. '스프링캠프'는 자바(JVM)... "
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고...&quot;포용금융 지속할 것&quot;","Fri, 24 May 2024 16:31:00 +0900",https://www.psnews.co.kr/news/articleView.html?idxno=2056189,"카카오뱅크. [사진=카카오뱅크] 카카오뱅크(대표이사 윤호영, Daniel)가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대... "
"카카오뱅크, '중·저신용대출' 누적 11조원 돌파… 케이뱅크 큰 격차로 따돌려","Fri, 24 May 2024 15:55:00 +0900",https://n.news.naver.com/mnews/article/138/0002174006?sid=101,카카오뱅크가 중·저신용대출 누적 공급액 11조원을 돌파하며 경쟁사인 케이뱅크를 큰 격차로 따돌린 것으로 나타났다. 케이뱅크가 출범 이후 올해 1분기까지 공급한 중·저신용자 신용대출 규모는 누적 6조3000억원에... 
"카카오·케이·토스뱅크, 중저신용자 대출 비중 30% 넘겼다","Fri, 24 May 2024 16:54:00 +0900",https://n.news.naver.com/mnews/article/032/0003298256?sid=101,"24일 은행연합회 공시를 보면 올해 1분기 기준 중·저신용자 대상 신용대출 비중은 카카오뱅크 31.5%, 케이뱅크 33.2%, 토스뱅크 36.3%로 각각 집계됐다. 이 수치는 개별 은행이 내어준 가계 신용대출 잔액 가운데 신용평점... "
"카카오뱅크, 국내 기술 개발자들 성장 돕는다","Fri, 24 May 2024 09:34:00 +0900",http://www.smedaily.co.kr/news/articleView.html?idxno=291891,"카카오뱅크가 다양한 기술 행사를 후원하며 기술 생태계 확장과 개발자 성장 지원에 팔을 걷어붙였다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와... "
"카카오뱅크, 중·저신용대출 잔액 4조6200억원 '역대 최고'","Fri, 24 May 2024 18:38:00 +0900",https://www.pointdaily.co.kr/news/articleView.html?idxno=203150,카카오뱅크 로고. 사진=카카오뱅크  카카오뱅크는 올 1·4분기 중·저신용대출 잔액이 역대 최고치인 4조6200억원을 기록했다고 24일 밝혔다. 지난해 1·4분기 말 잔액 3조6000억원보다 약 1조원 늘었다. 카카오뱅크는 올해... 
"카카오뱅크, 국내 개발자 성장 돕는다…기술행사 지속적 후원","Fri, 24 May 2024 14:42:00 +0900",https://www.tfmedia.co.kr/news/article.html?no=163404,스프링캠프·드로이드나이츠 후원사로 참여 개발자 채용 부스도 운영…소규모 상담 진행 카카오뱅크가 국내 개발자 성장을 돕기 위해 다양한 기술 행사 후원에 참여한다. 24일 카카오뱅크는 국내 서버 개발자... 
"카카오뱅크, 국내 개발자 컨퍼런스 후원한다","Sun, 26 May 2024 09:42:00 +0900",https://www.thepublic.kr/news/articleView.html?idxno=224832,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사로 참여한다고 24일 밝혔다. '스프링캠프'는 자바(JVM)... "
"카카오뱅크, 자바·안드로이드 개발자 컨퍼런스 후원한다","Fri, 24 May 2024 14:00:00 +0900",http://www.whitepaper.co.kr/news/articleView.html?idxno=234441,"화이트페이퍼, WHITEPAPER(사진=카카오뱅크) 카카오뱅크가 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사가 된다. 카카오뱅크는 이달 25일 서울 양재 SETEC에서 진행되는 스프링캠프... "
"카카오뱅크, ‘발명의 날 행사’서 특허청장 표창 수상","Thu, 23 May 2024 09:05:00 +0900",https://n.news.naver.com/mnews/article/018/0005746017?sid=101,지난 21일 서울 중구 대한상공회의소에서 열린 ‘발명의 날 기념식’에서 김경화(오른쪽 두번째) 카카오뱅크 준법감시·법무팀장과 김시형(오른쪽 네번째) 특허청장 직무대리 등이 특허청장 표창 수상 이후 기념 촬영을... 
"카카오뱅크, 개발자 기술 공유 컨퍼런스 후원","Fri, 24 May 2024 09:28:00 +0900",https://www.fetv.co.kr/news/article.html?no=166181,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024'와 '드로이드나이츠 2024'의 후원사로 참여한다고 24일 밝혔다. '스프링캠프'는 자바(JVM) 프로그램 기반 어플리케이션 서버... "
"카카오뱅크, 중·저신용대출 잔액 4조 6000억원...역대 최고","Fri, 24 May 2024 19:30:00 +0900",https://www.thepublic.kr/news/articleView.html?idxno=224850,"카카오뱅크가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액(개인사업자 포함, 1분기 평균 잔액 기준)이 역대 최고치인 4조6000억 원을 넘어섰다고 24일 밝혔다.... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 09:40:00 +0900",http://www.dailyimpact.co.kr/news/articleView.html?idxno=116895,"카카오뱅크가 올해도 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠... "
1분기 토스뱅크 중·저신용 대출 비중 36.3%…케뱅 33.2%·카뱅 31.5%,"Fri, 24 May 2024 16:22:00 +0900",https://news.einfomax.co.kr/news/articleView.html?idxno=4310766,카카오뱅크의 중·저신용자 신용대출 비중은 31.5%로 전년 말 대비 1.1%p 올랐다. 카카오뱅크는 1분기 중·저신용대출 평균 잔액이 4조6천200억원으로 역대 최고치를 기록하기도 했다. 인터넷은행 3사 모두 중·저신용자... 
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 13:08:00 +0900",https://www.startuptoday.co.kr/news/articleView.html?idxno=301524,"카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와 '드로이드나이츠 2024(Droid Knights 2024)'의 후원사로 참여한다고 24일(금) 밝혔다. '스프링캠프'는 자바(JVM)... "
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원 나서","Fri, 24 May 2024 10:22:00 +0900",https://www.techm.kr/news/articleView.html?idxno=125091,"/ 사진=카카오뱅크 제공 카카오뱅크가 올해도 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp... "
"카카오뱅크, 중·저신용대출 잔액 4.6조 역대 최고…“안정적 연체율 관리로 ...","Fri, 24 May 2024 16:02:00 +0900",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202405241542468040700,카카오뱅크가 지난해 인터넷은행 중 유일하게 중·저신용대출 확대 목표를 달성한데 이어 중·저신용대출 잔액이 역대 최고치인 4조6000억 원을 넘어섰다고 24일 밝혔다. 카카오뱅크는 올해 1분기에도 적극적인 중... 
"카카오뱅크, '기술 공유의 장' 개발자 컨퍼런스 후원","Fri, 24 May 2024 17:44:00 +0900",http://www.asiaa.co.kr/news/articleView.html?idxno=172506,"카카오뱅크가 올해도 다양한 기술 행사의 후원을 통해 국내 개발자의 성장을 돕는다고 24일 밝혔다. 카카오뱅크는 국내 서버 개발자, 안드로이드 개발자들의 기술 공유 컨퍼런스 '스프링캠프 2024(Spring camp 2024)'와... "
