Title,Date,Link,Description
"&quot;국가보훈등록증, 금융기관에서 신분증처럼 활용하세요&quot;","Thu, 23 May 2024 14:32:00 +0900",https://n.news.naver.com/mnews/article/003/0012563212?sid=100,"또한, 이번 협약에 참석한 8개 금융기관 외에 농협은행, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 같은 기간 내에 국가보훈등록증 진위확인서비스를 제공할 계획이다. 강정애 국가보훈부 장관은... "
"﻿카카오뱅크 '기록통장 with NCT WISH', 하루 만에 기부금 1억원 돌파","Thu, 23 May 2024 14:28:00 +0900",https://biz.newdaily.co.kr/site/data/html/2024/05/23/2024052300161.html,뉴데일리 설유빈 기자 = 카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫... 
"시중자금 유치나선 은행권…신한, 4%대 성장률로 3위 진입","Thu, 23 May 2024 14:14:00 +0900",https://www.mediapen.com/news/view/921821,업계 1위 카카오뱅크의 원화예수금 잔액은 지난해 말 47조 1428억원에서 올 1분기 52조 9540억원을 기록해 약 12.3% 급증했다. 정기예금 특판 등을 내놓으며 수신자금 유치에 집중하던 케이뱅크도 올 1분기 23조... 
케이뱅크 1분기 호실적에도 시장 냉랭… '최우형 號'는 KT 그림자 걷어낼 수 ...,"Thu, 23 May 2024 14:11:00 +0900",https://n.news.naver.com/mnews/article/138/0002173917?sid=101,"물론 이미 케이뱅크, 카카오뱅크, 토스뱅크 3자로 구성된 국내 인터넷은행 시장 구도에서 케이뱅크의 존재감은 가장 뒤처진다는 평가를 받고 있다. 후발주자인 카카오뱅크는 올 1분기 전년동기대비 9.1% 증가한... "
50대 기업 브랜드 가치 214조 원↑···삼성·현대차·기아 '톱3',"Thu, 23 May 2024 14:08:00 +0900",https://www.thereport.co.kr/news/articleView.html?idxno=49736,"◇LG전자·LG엔솔·쿠팡·카카오뱅크···두 자릿수 성장률 기록 올해 두 자릿수 성장률로 괄목할 만한 브랜드 가치 상승을 이뤄낸 기업은 LG전자와 LG에너지솔루션, 쿠팡, 카카오뱅크 등이다. 5조5775억 원의... "
"카뱅 '기록통장 with NCT WISH', 출시 하루 만에 기부금 목표 금액 돌파","Thu, 23 May 2024 14:08:00 +0900",http://www.newscape.co.kr/news/articleView.html?idxno=102524,"카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫 아티스트 제휴 상품으로, NCT... "
"카카오뱅크 '기록통장 with NCT WISH', 출시 하루 만에 기부 목표액 1억원 돌...","Thu, 23 May 2024 14:07:00 +0900",https://n.news.naver.com/mnews/article/003/0012563073?sid=101,카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫 아티스트 제휴 상품으로... 
"[재계는 지금] 삼성, 11번째 '삼성희망디딤돌' 대전센터 개소 外","Thu, 23 May 2024 14:06:00 +0900",https://dealsite.co.kr/articles/123016,"'MOP'는 기업 고객의 ▲시간대별 광고 노출수 ▲소비자의 광고 클릭수 등 실적 데이터를 네이버, 카카오... SOL뱅크 KBO 리그' 두산 베어스와 KIA 타이거즈의 경기를 '티빙슈퍼매치'로 생중계한다. 이번 '티빙슈퍼매치... "
국내 탑 브랜드 1~4위 굳건…5위 'LG전자' 새로 입성,"Thu, 23 May 2024 14:02:00 +0900",https://www.the-pr.co.kr/news/articleView.html?idxno=51519,"사진=뉴시스 LG에너지솔루션, 쿠팡, 카카오뱅크…두 자릿수 성장률(Top Growing)기록 두 자릿수 성장률을 보인 기업은 LG전자 외 LG에너지솔루션(43위)이 전년 대비 28.5% 증가해 그 뒤를 이었다. 카카오뱅크(39위)는 26.8... "
"KOBA 2024 미디어 컨퍼런스, 5월 22일과 23일 양일간 코엑스에서 열려","Thu, 23 May 2024 14:02:00 +0900",http://journal.kobeta.com/?post_type=post&p=55657,"‘뮤직뱅크’, ‘아이엠 온더 비트’ 등의 프로그램을 들어 강연을 진행했다. 신기술뿐 아니라... 홍석용 카카오 AI플랫폼 리더가 ‘생성형 AI, 방송 콘텐츠의 변화를 이끌다’를 주제로 AI 에이전트의 동작... "
"'K-브랜드 톱50' 삼성·현대차, 1·2위…LG이노텍, 첫 진입","Thu, 23 May 2024 14:02:00 +0900",http://www.shinailbo.co.kr/news/articleView.html?idxno=1877924,"LG전자를 비롯해 LG에너지솔루션, 쿠팡, 카카오뱅크가 두 자릿수 성장률을 보였다. LG에너지솔루션(43위)이 전년 대비 28.5% 증가한 5469억원을 기록했다. 카카오뱅크(39위)는 26.8% 증가한 5914억원 브랜드 가치로 여섯... "
삼성전자 브랜드가치 109조원 국내 1위...현대차는 26兆 2위,"Thu, 23 May 2024 14:02:00 +0900",http://www.issuenbiz.com/news/articleView.html?idxno=44012,"■LG전자와 LG엔솔, 쿠팡, 카카오뱅크...두 자릿수 성장률 기록 올해 50대 브랜드에는 두 자릿수 성장률로 괄목할 만한 브랜드 가치 상승을 이루어 낸 기업들이 눈에 띈다. 먼저 5조 5775억 원의 브랜드 가치를 기록한... "
인터브랜드 “한국 Top 50 브랜드 가치 총액 214조원 돌파”,"Thu, 23 May 2024 14:02:00 +0900",http://www.g-enews.com/ko-kr/news/article/news_all/202405231318521753a67d2c7d5a_1/article.html,카카오뱅크(39위)는 26.8% 증가한 5914억원의 브랜드 가치로 여섯 계단 상승했다. 2조7280억 원의 브랜드 가치로 24.3%의 성장률을 보인 쿠팡(11위)은 세 계단 상승했다. 이외에도 현대차가 20.9% 상승했다. 두 자릿수... 
"CJ올리브영·아성다이소·LG이노텍, 대한민국 50대 브랜드 진입","Thu, 23 May 2024 14:02:00 +0900",http://www.datanews.co.kr/news/article.html?no=132840,"카카오뱅크(39위)는 26.8% 증가한 5914억 원의 브랜드 가치로 여섯 계단 상승한 39위에, 2조7280억 원의 브랜드 가치로 24.3%의 성장률을 보인 쿠팡(11위)은 세 계단 상승한 11위에 올랐다. 현대자동차도 20.9%의 높은... "
"카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상","Thu, 23 May 2024 13:52:00 +0900",http://www.m-i.kr/news/articleView.html?idxno=1123131,카카오뱅크는 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다. 사진=카카오뱅크 매일일보 = 서효문 기자  |  카카오뱅크는 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이... 
"카카오뱅크, 제59회 발명의 날 행사 '특허청장' 표창 수상","Thu, 23 May 2024 13:42:00 +0900",http://www.globalepic.co.kr/view.php?ud=20240523090007251962abca1943_29,카카오뱅크(대표 윤호영)는 ‘제59회 발명의 날 기념식’에서 특허청장 표창을 수상했다고 23일 밝혔다. ‘발명의 날 행사’에서는 매년 분야별 발명 유공자(기업체 및 연구기관 대표 등)를 선정해 포상하고 있다.... 
"카카오뱅크 기록통장 with NCT WISH, 출시 하루 만에 기부금 목표 금액 1억 돌...","Thu, 23 May 2024 13:28:00 +0900",http://www.technoa.co.kr/news/articleView.html?idxno=97135,"카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 기록통장 with NCT WISH가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫 아티스트 제휴 상품으로, NCT... "
"&quot;국가보훈등록증, 금융기관서 신분증처럼 활용하세요&quot;","Thu, 23 May 2024 13:24:00 +0900",https://n.news.naver.com/mnews/article/421/0007557394?sid=100,"산림조합중앙회, 새마을금고중앙회, 신한은행, 우리은행, 하나은행 등 8곳이다. 이들 외에도 농협은행, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 국가보훈등록증 진위확인 서비스를 제공할 계획이다."
'모임통장' 등 비대면 모바일뱅킹 서비스 구현한 카카오뱅크 '발명의 날 행사...,"Thu, 23 May 2024 13:22:00 +0900",https://www.nbnews.kr/news/articleView.html?idxno=92868,김경화 카카오뱅크 준법감시·법무팀장(오른쪽 둘째)이 지난 21일 서울 중구 대한상공회의소에서 열린 '발명의 날 기념식'에서 특허청장 표창을 수상했다. [사진 카카오뱅크] 카카오뱅크는 지난 21일 서울 중구... 
[2024 금융비전포럼] 참석해 축하해 주신 분들,"Thu, 23 May 2024 13:00:00 +0900",https://n.news.naver.com/mnews/article/119/0002832702?sid=101,팀장 ▲김민석 카카오뱅크 매니저 ▲김상봉 한성대학교 경제학과 교수 ▲김석준 미래에셋생명 부장 ▲김성훈 IBK투자증권 대리 ▲김소정 코스닥협회 대리 ▲김수영 신한투자증권 본부장 ▲김용재 금융위원회 상임위원... 
"카카오뱅크, '발명의 날' 특허청장 표창","Thu, 23 May 2024 12:43:00 +0900",http://www.enewstoday.co.kr/news/articleView.html?idxno=2131106,카카오뱅크는 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 발명의 날 행사에서는 매년 분야별 발명 유공자를 선정해 포상하고 있다.... 
"카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상","Thu, 23 May 2024 12:40:00 +0900",https://www.lcnews.co.kr/news/articleView.html?idxno=75889,"카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상 이미지 [사진=카카오뱅크 제공] 라이센스뉴스 = 김재용 기자 | 카카오뱅크(대표이사 윤호영)가 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 23일... "
"카카오뱅크, ‘발명의 날 행사’에서 특허청장 표창 수상","Thu, 23 May 2024 12:28:00 +0900",https://n.news.naver.com/mnews/article/243/0000059868?sid=101,카카오뱅크는 ‘제59회 발명의 날 기념식’에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 ‘발명의 날 행사’에서는 매년 분야별 발명 유공자(기업체 및 연구기관 대표 등)... 
"카카오뱅크, 제59회 발명의 날 기념식에서 특허청장 표창","Thu, 23 May 2024 12:20:00 +0900",http://www.whitepaper.co.kr/news/articleView.html?idxno=234395,"화이트페이퍼, WHITEPAPER(사진=카카오뱅크) 카카오뱅크(대표이사 윤호영)가 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 '발명의 날 행사... "
"카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상","Thu, 23 May 2024 12:16:00 +0900",https://www.startuptoday.co.kr/news/articleView.html?idxno=300996,"카카오뱅크(대표이사 윤호영, Daniel)는 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 '발명의 날 행사'에서는 매년 분야별 발명 유공자(기업체 및... "
"카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상","Thu, 23 May 2024 12:07:00 +0900",https://www.polinews.co.kr/news/articleView.html?idxno=649668,"카카오뱅크(대표이사 윤호영, Daniel)는 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 '발명의 날 행사'에서는 매년 분야별 발명 유공자(기업체 및... "
"카카오뱅크 '기록통장 with NCT WISH', 출시 하루 만에 기부금 목표 금액 1억...","Thu, 23 May 2024 12:06:00 +0900",https://www.startuptoday.co.kr/news/articleView.html?idxno=300987,"카카오뱅크(대표이사 윤호영, Daniel)는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫... "
"카카오뱅크 '기록통장 with NCT WISH', 출시 하루 만에 기부금 목표 금액 1억...","Thu, 23 May 2024 11:58:00 +0900",https://www.polinews.co.kr/news/articleView.html?idxno=649657,"카카오뱅크(대표이사 윤호영, Daniel)는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫... "
"케이뱅크, '은행판 챗GPT' 도전장…인뱅 최초","Thu, 23 May 2024 11:53:00 +0900",https://n.news.naver.com/mnews/article/374/0000384856?sid=101,"인뱅 3사 중에선 최초로, 앞서 카카오뱅크는 대중 공개용(Open) LLM을 에프앤가이드와 손잡고 내놓은 적은 있지만 내부용(Private) 개발은 아직입니다. 토스뱅크의 경우 LLM을 활용한 챗봇 서비스의 내부 테스트(PoC)를 진행... "
